season_week,season,week,n,actual_elim,rank_bottom2,rank_elim_original,rank_elim_judge_lowest,rank_elim_judge_fan_safe,rank_elim_judge_fan_drama,pct_bottom2,pct_elim_original,pct_elim_judge_lowest,pct_elim_judge_fan_safe,pct_elim_judge_fan_drama,rank_judge_lowest_correct,pct_judge_lowest_correct
22_2,22,2,12,Geraldo Rivera_Edyta Sliwinska_22,"['Geraldo Rivera_Edyta Sliwinska_22', 'Mischa Barton_Artem Chigvintsev_22']",Geraldo Rivera_Edyta Sliwinska_22,Geraldo Rivera_Edyta Sliwinska_22,Geraldo Rivera_Edyta Sliwinska_22,Mischa Barton_Artem Chigvintsev_22,"['Geraldo Rivera_Edyta Sliwinska_22', 'Mischa Barton_Artem Chigvintsev_22']",Geraldo Rivera_Edyta Sliwinska_22,Geraldo Rivera_Edyta Sliwinska_22,Geraldo Rivera_Edyta Sliwinska_22,Mischa Barton_Artem Chigvintsev_22,1,1
22_3,22,3,11,Mischa Barton_Artem Chigvintsev_22,"['Mischa Barton_Artem Chigvintsev_22', 'Doug Flutie_Karina Smirnoff_22']",Mischa Barton_Artem Chigvintsev_22,Mischa Barton_Artem Chigvintsev_22,Mischa Barton_Artem Chigvintsev_22,Doug Flutie_Karina Smirnoff_22,"['Mischa Barton_Artem Chigvintsev_22', 'Wanya Morris_Lindsay Arnold_22']",Mischa Barton_Artem Chigvintsev_22,Mischa Barton_Artem Chigvintsev_22,Mischa Barton_Artem Chigvintsev_22,Wanya Morris_Lindsay Arnold_22,1,1
22_4,22,4,10,Marla Maples_Tony Dovolani_22,"['Doug Flutie_Karina Smirnoff_22', 'Marla Maples_Tony Dovolani_22']",Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Marla Maples_Tony Dovolani_22,Doug Flutie_Karina Smirnoff_22,"['Doug Flutie_Karina Smirnoff_22', 'Marla Maples_Tony Dovolani_22']",Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Marla Maples_Tony Dovolani_22,Doug Flutie_Karina Smirnoff_22,0,0
22_6,22,6,9,Doug Flutie_Karina Smirnoff_22,"['Doug Flutie_Karina Smirnoff_22', 'Kim Fields_Sasha Farber_22']",Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Kim Fields_Sasha Farber_22,"['Doug Flutie_Karina Smirnoff_22', 'Kim Fields_Sasha Farber_22']",Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Doug Flutie_Karina Smirnoff_22,Kim Fields_Sasha Farber_22,1,1
22_8,22,8,6,Jodie Sweetin_Keo Motsepe_22,"['Antonio Brown_Sharna Burgess_22', 'Wanya Morris_Lindsay Arnold_22']",Antonio Brown_Sharna Burgess_22,Wanya Morris_Lindsay Arnold_22,Antonio Brown_Sharna Burgess_22,Wanya Morris_Lindsay Arnold_22,"['Jodie Sweetin_Keo Motsepe_22', 'Antonio Brown_Sharna Burgess_22']",Jodie Sweetin_Keo Motsepe_22,Antonio Brown_Sharna Burgess_22,Jodie Sweetin_Keo Motsepe_22,Antonio Brown_Sharna Burgess_22,0,0
23_10,23,10,5,Terra Jole_Sasha Farber_23,"['James Hinchcliffe_Sharna Burgess_23', 'Jana Kramer_Gleb Savchenko_23']",James Hinchcliffe_Sharna Burgess_23,Jana Kramer_Gleb Savchenko_23,James Hinchcliffe_Sharna Burgess_23,Jana Kramer_Gleb Savchenko_23,"['Terra Jole_Sasha Farber_23', 'James Hinchcliffe_Sharna Burgess_23']",Terra Jole_Sasha Farber_23,James Hinchcliffe_Sharna Burgess_23,Terra Jole_Sasha Farber_23,James Hinchcliffe_Sharna Burgess_23,0,0
23_11,23,11,4,Jana Kramer_Gleb Savchenko_23,"['Jana Kramer_Gleb Savchenko_23', 'Calvin Johnson Jr._Lindsay Arnold_23']",Jana Kramer_Gleb Savchenko_23,Jana Kramer_Gleb Savchenko_23,Jana Kramer_Gleb Savchenko_23,Calvin Johnson Jr._Lindsay Arnold_23,"['Jana Kramer_Gleb Savchenko_23', 'Calvin Johnson Jr._Lindsay Arnold_23']",Jana Kramer_Gleb Savchenko_23,Jana Kramer_Gleb Savchenko_23,Jana Kramer_Gleb Savchenko_23,Calvin Johnson Jr._Lindsay Arnold_23,1,1
23_2,23,2,13,Jake T. Austin_Jenna Johnson_23,"['Rick Perry_Emma Slater_23', 'Jake T. Austin_Jenna Johnson_23']",Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Jake T. Austin_Jenna Johnson_23,"['Rick Perry_Emma Slater_23', 'Jake T. Austin_Jenna Johnson_23']",Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Jake T. Austin_Jenna Johnson_23,0,0
23_3,23,3,12,Rick Perry_Emma Slater_23,"['Rick Perry_Emma Slater_23', 'Vanilla Ice_Witney Carson_23']",Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Vanilla Ice_Witney Carson_23,"['Rick Perry_Emma Slater_23', 'Marilu Henner_Derek Hough_23']",Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Rick Perry_Emma Slater_23,Marilu Henner_Derek Hough_23,1,1
23_6,23,6,9,Amber Rose_Maksim Chmerkoskiy_23,"['Amber Rose_Maksim Chmerkoskiy_23', 'Maureen McCormick_Artem Chigvintsev_23']",Amber Rose_Maksim Chmerkoskiy_23,Amber Rose_Maksim Chmerkoskiy_23,Maureen McCormick_Artem Chigvintsev_23,Amber Rose_Maksim Chmerkoskiy_23,"['Amber Rose_Maksim Chmerkoskiy_23', 'Maureen McCormick_Artem Chigvintsev_23']",Amber Rose_Maksim Chmerkoskiy_23,Amber Rose_Maksim Chmerkoskiy_23,Maureen McCormick_Artem Chigvintsev_23,Amber Rose_Maksim Chmerkoskiy_23,1,1
23_7,23,7,8,Maureen McCormick_Artem Chigvintsev_23,"['Maureen McCormick_Artem Chigvintsev_23', 'Ryan Lochte_Cheryl Burke_23']",Maureen McCormick_Artem Chigvintsev_23,Maureen McCormick_Artem Chigvintsev_23,Maureen McCormick_Artem Chigvintsev_23,Ryan Lochte_Cheryl Burke_23,"['Maureen McCormick_Artem Chigvintsev_23', 'Ryan Lochte_Cheryl Burke_23']",Maureen McCormick_Artem Chigvintsev_23,Maureen McCormick_Artem Chigvintsev_23,Maureen McCormick_Artem Chigvintsev_23,Ryan Lochte_Cheryl Burke_23,1,1
23_8,23,8,7,Ryan Lochte_Cheryl Burke_23,"['Marilu Henner_Derek Hough_23', 'Terra Jole_Sasha Farber_23']",Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Terra Jole_Sasha Farber_23,"['Marilu Henner_Derek Hough_23', 'Terra Jole_Sasha Farber_23']",Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Terra Jole_Sasha Farber_23,0,0
23_9,23,9,6,Marilu Henner_Derek Hough_23,"['Marilu Henner_Derek Hough_23', 'Terra Jole_Sasha Farber_23']",Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,"['Marilu Henner_Derek Hough_23', 'Terra Jole_Sasha Farber_23']",Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,Marilu Henner_Derek Hough_23,1,1
24_2,24,2,12,Chris Kattan_Witney Carson_24,"['Chris Kattan_Witney Carson_24', 'Charo_Keo Motsepe_24']",Chris Kattan_Witney Carson_24,Chris Kattan_Witney Carson_24,Chris Kattan_Witney Carson_24,Charo_Keo Motsepe_24,"['Chris Kattan_Witney Carson_24', 'Charo_Keo Motsepe_24']",Chris Kattan_Witney Carson_24,Chris Kattan_Witney Carson_24,Chris Kattan_Witney Carson_24,Charo_Keo Motsepe_24,1,1
24_3,24,3,11,Charo_Keo Motsepe_24,"['Charo_Keo Motsepe_24', 'Mr. T_Kym Herjavec_24']",Charo_Keo Motsepe_24,Charo_Keo Motsepe_24,Charo_Keo Motsepe_24,Mr. T_Kym Herjavec_24,"['Charo_Keo Motsepe_24', 'Mr. T_Kym Herjavec_24']",Charo_Keo Motsepe_24,Charo_Keo Motsepe_24,Charo_Keo Motsepe_24,Mr. T_Kym Herjavec_24,1,1
24_4,24,4,10,Mr. T_Kym Herjavec_24,"['Mr. T_Kym Herjavec_24', 'Erika Jayne_Gleb Savchenko_24']",Mr. T_Kym Herjavec_24,Mr. T_Kym Herjavec_24,Mr. T_Kym Herjavec_24,Erika Jayne_Gleb Savchenko_24,"['Mr. T_Kym Herjavec_24', 'Erika Jayne_Gleb Savchenko_24']",Mr. T_Kym Herjavec_24,Mr. T_Kym Herjavec_24,Mr. T_Kym Herjavec_24,Erika Jayne_Gleb Savchenko_24,1,1
24_5,24,5,9,Erika Jayne_Gleb Savchenko_24,"['Erika Jayne_Gleb Savchenko_24', 'Bonner Bolton_Sharna Burgess_24']",Erika Jayne_Gleb Savchenko_24,Bonner Bolton_Sharna Burgess_24,Erika Jayne_Gleb Savchenko_24,Bonner Bolton_Sharna Burgess_24,"['Erika Jayne_Gleb Savchenko_24', 'Simone Biles_Sasha Farber_24']",Erika Jayne_Gleb Savchenko_24,Erika Jayne_Gleb Savchenko_24,Erika Jayne_Gleb Savchenko_24,Simone Biles_Sasha Farber_24,0,1
24_6,24,6,8,Heather Morris_Maksim Chmerkoskiy_24,"['Nancy Kerrigan_Artem Chigvintsev_24', 'Bonner Bolton_Sharna Burgess_24']",Nancy Kerrigan_Artem Chigvintsev_24,Bonner Bolton_Sharna Burgess_24,Nancy Kerrigan_Artem Chigvintsev_24,Bonner Bolton_Sharna Burgess_24,"['Heather Morris_Maksim Chmerkoskiy_24', 'Nancy Kerrigan_Artem Chigvintsev_24']",Heather Morris_Maksim Chmerkoskiy_24,Nancy Kerrigan_Artem Chigvintsev_24,Heather Morris_Maksim Chmerkoskiy_24,Nancy Kerrigan_Artem Chigvintsev_24,0,0
24_8,24,8,5,Bonner Bolton_Sharna Burgess_24,"['Bonner Bolton_Sharna Burgess_24', 'Simone Biles_Sasha Farber_24']",Bonner Bolton_Sharna Burgess_24,Bonner Bolton_Sharna Burgess_24,Bonner Bolton_Sharna Burgess_24,Simone Biles_Sasha Farber_24,"['Bonner Bolton_Sharna Burgess_24', 'Simone Biles_Sasha Farber_24']",Bonner Bolton_Sharna Burgess_24,Bonner Bolton_Sharna Burgess_24,Bonner Bolton_Sharna Burgess_24,Simone Biles_Sasha Farber_24,1,1
24_9,24,9,4,Simone Biles_Sasha Farber_24,"['David Ross_Lindsay Arnold_24', 'Normani_Valentin Chmerkovskiy_24']",David Ross_Lindsay Arnold_24,David Ross_Lindsay Arnold_24,Normani_Valentin Chmerkovskiy_24,David Ross_Lindsay Arnold_24,"['Simone Biles_Sasha Farber_24', 'Rashad Jennings_Emma Slater_24']",Simone Biles_Sasha Farber_24,Rashad Jennings_Emma Slater_24,Simone Biles_Sasha Farber_24,Rashad Jennings_Emma Slater_24,0,0
25_10,25,10,4,Drew Scott_Emma Slater_25,"['Drew Scott_Emma Slater_25', 'Frankie Muniz_Witney Carson_25']",Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Frankie Muniz_Witney Carson_25,"['Drew Scott_Emma Slater_25', 'Frankie Muniz_Witney Carson_25']",Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Frankie Muniz_Witney Carson_25,1,1
25_4,25,4,11,Derek Fisher_Sharna Burgess_25,"['Derek Fisher_Sharna Burgess_25', 'Sasha Pieterse_Gleb Savchenko_25']",Derek Fisher_Sharna Burgess_25,Derek Fisher_Sharna Burgess_25,Derek Fisher_Sharna Burgess_25,Sasha Pieterse_Gleb Savchenko_25,"['Derek Fisher_Sharna Burgess_25', 'Jordan Fisher_Lindsay Arnold_25']",Derek Fisher_Sharna Burgess_25,Derek Fisher_Sharna Burgess_25,Derek Fisher_Sharna Burgess_25,Jordan Fisher_Lindsay Arnold_25,1,1
25_6,25,6,9,Nick Lachey_Peta Murgatroyd_25,"['Nick Lachey_Peta Murgatroyd_25', 'Vanessa Lachey_Maksim Chmerkoskiy_25']",Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,"['Nick Lachey_Peta Murgatroyd_25', 'Vanessa Lachey_Maksim Chmerkoskiy_25']",Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,Nick Lachey_Peta Murgatroyd_25,1,1
25_8,25,8,6,Terrell Owens_Cheryl Burke_25,"['Terrell Owens_Cheryl Burke_25', 'Victoria Arlen_Valentin Chmerkovskiy_25']",Terrell Owens_Cheryl Burke_25,Victoria Arlen_Valentin Chmerkovskiy_25,Terrell Owens_Cheryl Burke_25,Victoria Arlen_Valentin Chmerkovskiy_25,"['Victoria Arlen_Valentin Chmerkovskiy_25', 'Terrell Owens_Cheryl Burke_25']",Victoria Arlen_Valentin Chmerkovskiy_25,Victoria Arlen_Valentin Chmerkovskiy_25,Terrell Owens_Cheryl Burke_25,Victoria Arlen_Valentin Chmerkovskiy_25,0,0
25_9,25,9,5,Victoria Arlen_Valentin Chmerkovskiy_25,"['Drew Scott_Emma Slater_25', 'Victoria Arlen_Valentin Chmerkovskiy_25']",Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Victoria Arlen_Valentin Chmerkovskiy_25,"['Drew Scott_Emma Slater_25', 'Victoria Arlen_Valentin Chmerkovskiy_25']",Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Drew Scott_Emma Slater_25,Victoria Arlen_Valentin Chmerkovskiy_25,0,0
27_1,27,1,13,Nikki Glaser_Gleb Savchenko_27,"['Nikki Glaser_Gleb Savchenko_27', 'Nancy McKeon_Valentin Chmerkovskiy_27']",Nikki Glaser_Gleb Savchenko_27,Nikki Glaser_Gleb Savchenko_27,Nikki Glaser_Gleb Savchenko_27,Nancy McKeon_Valentin Chmerkovskiy_27,"['Nikki Glaser_Gleb Savchenko_27', 'Nancy McKeon_Valentin Chmerkovskiy_27']",Nikki Glaser_Gleb Savchenko_27,Nikki Glaser_Gleb Savchenko_27,Nikki Glaser_Gleb Savchenko_27,Nancy McKeon_Valentin Chmerkovskiy_27,1,1
27_2,27,2,12,Danelle Umstead_Artem Chigvintsev_27,"['Danelle Umstead_Artem Chigvintsev_27', 'Nancy McKeon_Valentin Chmerkovskiy_27']",Danelle Umstead_Artem Chigvintsev_27,Danelle Umstead_Artem Chigvintsev_27,Danelle Umstead_Artem Chigvintsev_27,Nancy McKeon_Valentin Chmerkovskiy_27,"['Danelle Umstead_Artem Chigvintsev_27', 'Tinashe_Brandon Armstrong_27']",Danelle Umstead_Artem Chigvintsev_27,Danelle Umstead_Artem Chigvintsev_27,Danelle Umstead_Artem Chigvintsev_27,Tinashe_Brandon Armstrong_27,1,1
27_3,27,3,11,Nancy McKeon_Valentin Chmerkovskiy_27,"['Nancy McKeon_Valentin Chmerkovskiy_27', 'DeMarcus Ware_Lindsay Arnold_27']",Nancy McKeon_Valentin Chmerkovskiy_27,Nancy McKeon_Valentin Chmerkovskiy_27,Nancy McKeon_Valentin Chmerkovskiy_27,DeMarcus Ware_Lindsay Arnold_27,"['Nancy McKeon_Valentin Chmerkovskiy_27', 'Tinashe_Brandon Armstrong_27']",Nancy McKeon_Valentin Chmerkovskiy_27,Nancy McKeon_Valentin Chmerkovskiy_27,Nancy McKeon_Valentin Chmerkovskiy_27,Tinashe_Brandon Armstrong_27,1,1
27_4,27,4,10,Tinashe_Brandon Armstrong_27,"['Juan Pablo Di Pace_Cheryl Burke_27', 'DeMarcus Ware_Lindsay Arnold_27']",Juan Pablo Di Pace_Cheryl Burke_27,DeMarcus Ware_Lindsay Arnold_27,Juan Pablo Di Pace_Cheryl Burke_27,DeMarcus Ware_Lindsay Arnold_27,"['Tinashe_Brandon Armstrong_27', 'Mary Lou Retton_Sasha Farber_27']",Tinashe_Brandon Armstrong_27,Tinashe_Brandon Armstrong_27,Tinashe_Brandon Armstrong_27,Mary Lou Retton_Sasha Farber_27,0,1
27_6,27,6,9,Mary Lou Retton_Sasha Farber_27,"['John Schneider_Emma Slater_27', 'Mary Lou Retton_Sasha Farber_27']",John Schneider_Emma Slater_27,John Schneider_Emma Slater_27,Mary Lou Retton_Sasha Farber_27,John Schneider_Emma Slater_27,"['John Schneider_Emma Slater_27', 'Mary Lou Retton_Sasha Farber_27']",John Schneider_Emma Slater_27,John Schneider_Emma Slater_27,Mary Lou Retton_Sasha Farber_27,John Schneider_Emma Slater_27,0,0
28_10,28,10,5,James Van Der Beek_Emma Slater_28,"['James Van Der Beek_Emma Slater_28', 'Kel Mitchell_Witney Carson_28']",James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,"['James Van Der Beek_Emma Slater_28', 'Kel Mitchell_Witney Carson_28']",James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,1,1
28_2,28,2,12,Mary Wilson_Brandon Armstrong_28,"['Mary Wilson_Brandon Armstrong_28', 'Kel Mitchell_Witney Carson_28']",Mary Wilson_Brandon Armstrong_28,Mary Wilson_Brandon Armstrong_28,Mary Wilson_Brandon Armstrong_28,Kel Mitchell_Witney Carson_28,"['Mary Wilson_Brandon Armstrong_28', 'Sailor Brinkley-Cook_Valentin Chmerkovskiy_28']",Mary Wilson_Brandon Armstrong_28,Mary Wilson_Brandon Armstrong_28,Mary Wilson_Brandon Armstrong_28,Sailor Brinkley-Cook_Valentin Chmerkovskiy_28,1,1
28_4,28,4,10,Lamar Odom_Peta Murgatroyd_28,"['Karamo Brown_Jenna Johnson_28', 'Lamar Odom_Peta Murgatroyd_28']",Karamo Brown_Jenna Johnson_28,Lamar Odom_Peta Murgatroyd_28,Karamo Brown_Jenna Johnson_28,Lamar Odom_Peta Murgatroyd_28,"['Lamar Odom_Peta Murgatroyd_28', 'Karamo Brown_Jenna Johnson_28']",Lamar Odom_Peta Murgatroyd_28,Lamar Odom_Peta Murgatroyd_28,Karamo Brown_Jenna Johnson_28,Lamar Odom_Peta Murgatroyd_28,1,1
28_6,28,6,9,Sailor Brinkley-Cook_Valentin Chmerkovskiy_28,"['Karamo Brown_Jenna Johnson_28', 'Sailor Brinkley-Cook_Valentin Chmerkovskiy_28']",Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,"['Karamo Brown_Jenna Johnson_28', 'Kel Mitchell_Witney Carson_28']",Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Kel Mitchell_Witney Carson_28,0,0
28_7,28,7,8,Karamo Brown_Jenna Johnson_28,"['Karamo Brown_Jenna Johnson_28', 'Kel Mitchell_Witney Carson_28']",Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,"['Karamo Brown_Jenna Johnson_28', 'Kel Mitchell_Witney Carson_28']",Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,Karamo Brown_Jenna Johnson_28,1,1
28_8,28,8,7,Kate Flannery_Pasha Pashkov_28,"['Kel Mitchell_Witney Carson_28', 'Kate Flannery_Pasha Pashkov_28']",Kel Mitchell_Witney Carson_28,Kate Flannery_Pasha Pashkov_28,Kel Mitchell_Witney Carson_28,Kate Flannery_Pasha Pashkov_28,"['Kate Flannery_Pasha Pashkov_28', 'Kel Mitchell_Witney Carson_28']",Kate Flannery_Pasha Pashkov_28,Kate Flannery_Pasha Pashkov_28,Kel Mitchell_Witney Carson_28,Kate Flannery_Pasha Pashkov_28,1,1
28_9,28,9,6,Sean Spicer_Lindsay Arnold_28,"['Sean Spicer_Lindsay Arnold_28', 'James Van Der Beek_Emma Slater_28']",Sean Spicer_Lindsay Arnold_28,Sean Spicer_Lindsay Arnold_28,James Van Der Beek_Emma Slater_28,Sean Spicer_Lindsay Arnold_28,"['James Van Der Beek_Emma Slater_28', 'Kel Mitchell_Witney Carson_28']",James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,James Van Der Beek_Emma Slater_28,1,0
29_2,29,2,15,Charles Oakley_Emma Slater_29,"['Carole Baskin_Pasha Pashkov_29', 'Charles Oakley_Emma Slater_29']",Carole Baskin_Pasha Pashkov_29,Charles Oakley_Emma Slater_29,Carole Baskin_Pasha Pashkov_29,Charles Oakley_Emma Slater_29,"['Charles Oakley_Emma Slater_29', 'Carole Baskin_Pasha Pashkov_29']",Charles Oakley_Emma Slater_29,Charles Oakley_Emma Slater_29,Carole Baskin_Pasha Pashkov_29,Charles Oakley_Emma Slater_29,1,1
29_3,29,3,14,Carole Baskin_Pasha Pashkov_29,"['Carole Baskin_Pasha Pashkov_29', 'Monica Aldama_Valentin Chmerkovskiy_29']",Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,"['Carole Baskin_Pasha Pashkov_29', 'Monica Aldama_Valentin Chmerkovskiy_29']",Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,Carole Baskin_Pasha Pashkov_29,1,1
29_4,29,4,13,Anne Heche_Keo Motsepe_29,"['Anne Heche_Keo Motsepe_29', 'Justina Machado_Sasha Farber_29']",Anne Heche_Keo Motsepe_29,Anne Heche_Keo Motsepe_29,Anne Heche_Keo Motsepe_29,Justina Machado_Sasha Farber_29,"['Anne Heche_Keo Motsepe_29', 'Chrishell Stause_Gleb Savchenko_29']",Anne Heche_Keo Motsepe_29,Anne Heche_Keo Motsepe_29,Anne Heche_Keo Motsepe_29,Chrishell Stause_Gleb Savchenko_29,1,1
29_5,29,5,12,Jesse Metcalfe_Sharna Burgess_29,"['Veron Davis_Peta Murgatroyd_29', 'Chrishell Stause_Gleb Savchenko_29']",Veron Davis_Peta Murgatroyd_29,Chrishell Stause_Gleb Savchenko_29,Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,"['Chrishell Stause_Gleb Savchenko_29', 'Jesse Metcalfe_Sharna Burgess_29']",Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Jesse Metcalfe_Sharna Burgess_29,0,0
29_6,29,6,11,Veron Davis_Peta Murgatroyd_29,"['Veron Davis_Peta Murgatroyd_29', 'Chrishell Stause_Gleb Savchenko_29']",Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,"['Veron Davis_Peta Murgatroyd_29', 'Chrishell Stause_Gleb Savchenko_29']",Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,Veron Davis_Peta Murgatroyd_29,1,1
29_7,29,7,10,Monica Aldama_Valentin Chmerkovskiy_29,"['Monica Aldama_Valentin Chmerkovskiy_29', 'Justina Machado_Sasha Farber_29']",Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,"['Monica Aldama_Valentin Chmerkovskiy_29', 'Chrishell Stause_Gleb Savchenko_29']",Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,Monica Aldama_Valentin Chmerkovskiy_29,1,1
29_8,29,8,8,Chrishell Stause_Gleb Savchenko_29,"['Chrishell Stause_Gleb Savchenko_29', 'Justina Machado_Sasha Farber_29']",Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,"['Chrishell Stause_Gleb Savchenko_29', 'Kaitlyn Bristowe_Artem Chigvintsev_29']",Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Chrishell Stause_Gleb Savchenko_29,Kaitlyn Bristowe_Artem Chigvintsev_29,1,1
29_9,29,9,7,AJ McLean_Cheryl Burke_29,"['Justina Machado_Sasha Farber_29', 'Nev Schulman_Jenna Johnson_29']",Justina Machado_Sasha Farber_29,Justina Machado_Sasha Farber_29,Justina Machado_Sasha Farber_29,Justina Machado_Sasha Farber_29,"['AJ McLean_Cheryl Burke_29', 'Justina Machado_Sasha Farber_29']",AJ McLean_Cheryl Burke_29,AJ McLean_Cheryl Burke_29,Justina Machado_Sasha Farber_29,AJ McLean_Cheryl Burke_29,0,1
2_1,2,1,10,Kenny Mayne_Andrea Hale_2,"['Kenny Mayne_Andrea Hale_2', 'Giselle Fernandez_Jonathan Roberts_2']",Kenny Mayne_Andrea Hale_2,Kenny Mayne_Andrea Hale_2,Giselle Fernandez_Jonathan Roberts_2,Kenny Mayne_Andrea Hale_2,"['Kenny Mayne_Andrea Hale_2', 'Tia Carrere_Maksim Chmerkoskiy_2']",Kenny Mayne_Andrea Hale_2,Kenny Mayne_Andrea Hale_2,Kenny Mayne_Andrea Hale_2,Tia Carrere_Maksim Chmerkoskiy_2,1,1
2_2,2,2,9,Tatum O'Neal_Nick Kosovich_2,"[""Tatum O'Neal_Nick Kosovich_2"", 'Tia Carrere_Maksim Chmerkoskiy_2']",Tatum O'Neal_Nick Kosovich_2,Tatum O'Neal_Nick Kosovich_2,Tatum O'Neal_Nick Kosovich_2,Tia Carrere_Maksim Chmerkoskiy_2,"[""Tatum O'Neal_Nick Kosovich_2"", 'Tia Carrere_Maksim Chmerkoskiy_2']",Tatum O'Neal_Nick Kosovich_2,Tatum O'Neal_Nick Kosovich_2,Tatum O'Neal_Nick Kosovich_2,Tia Carrere_Maksim Chmerkoskiy_2,1,1
2_3,2,3,8,Giselle Fernandez_Jonathan Roberts_2,"['Giselle Fernandez_Jonathan Roberts_2', 'Tia Carrere_Maksim Chmerkoskiy_2']",Giselle Fernandez_Jonathan Roberts_2,Giselle Fernandez_Jonathan Roberts_2,Tia Carrere_Maksim Chmerkoskiy_2,Giselle Fernandez_Jonathan Roberts_2,"['Giselle Fernandez_Jonathan Roberts_2', 'Lisa Rinna_Louis van Amstel_2']",Giselle Fernandez_Jonathan Roberts_2,Giselle Fernandez_Jonathan Roberts_2,Giselle Fernandez_Jonathan Roberts_2,Lisa Rinna_Louis van Amstel_2,1,1
2_4,2,4,7,Master P_Ashly DelGrosso_2,"['Master P_Ashly DelGrosso_2', 'Tia Carrere_Maksim Chmerkoskiy_2']",Master P_Ashly DelGrosso_2,Master P_Ashly DelGrosso_2,Tia Carrere_Maksim Chmerkoskiy_2,Master P_Ashly DelGrosso_2,"['Master P_Ashly DelGrosso_2', 'Tia Carrere_Maksim Chmerkoskiy_2']",Master P_Ashly DelGrosso_2,Master P_Ashly DelGrosso_2,Tia Carrere_Maksim Chmerkoskiy_2,Master P_Ashly DelGrosso_2,1,1
